"TimeUTC","timestampInMs","requestPath","requestMethod","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","lambdaDurationInMs","lambdaRegion","lambdaMaxMemoryUsed","lambdaMemorySize","message","projectId","projectName"
"2023-09-18 16:04:18",1695053058000,"stoneydsp.com/","GET",308,"dqpgw-1695053058139-e1fa15238fa0","['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36']","info","production","main","MISS","request","/","stoneydsp.com","stoneydsp-github-ab30hrdmf-stoneydsp.vercel.app","dpl_GjsuWKRgGMXqkk8UgS4d28RpZGr1",0,"-",-1,0,"-","prj_kAhuc5SQSEoRXyLNaOHB43uAXiO7","stoneydsp-github-io"
"2023-09-18 16:04:09",1695053049000,"stoneydsp.com/favicon.ico","GET",308,"8njhh-1695053049930-008f6b325689","['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36']","info","production","main","MISS","request","/favicon.ico","stoneydsp.com","stoneydsp-github-ab30hrdmf-stoneydsp.vercel.app","dpl_GjsuWKRgGMXqkk8UgS4d28RpZGr1",0,"-",-1,0,"-","prj_kAhuc5SQSEoRXyLNaOHB43uAXiO7","stoneydsp-github-io"
"2023-09-18 16:03:54",1695053034000,"stoneydsp.com/","GET",308,"vlqbp-1695053034179-1fa00101a902","['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36']","info","production","main","MISS","request","/","stoneydsp.com","stoneydsp-github-ab30hrdmf-stoneydsp.vercel.app","dpl_GjsuWKRgGMXqkk8UgS4d28RpZGr1",0,"-",-1,0,"-","prj_kAhuc5SQSEoRXyLNaOHB43uAXiO7","stoneydsp-github-io"
"2023-09-18 16:03:39",1695053019000,"stoneydsp.com/","GET",308,"kn7sk-1695053019533-37cac74dd275","['Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36']","info","production","main","MISS","request","/","stoneydsp.com","stoneydsp-github-ab30hrdmf-stoneydsp.vercel.app","dpl_GjsuWKRgGMXqkk8UgS4d28RpZGr1",0,"-",-1,0,"-","prj_kAhuc5SQSEoRXyLNaOHB43uAXiO7","stoneydsp-github-io"
