"TimeUTC","timestampInMs","requestPath","requestMethod","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","lambdaDurationInMs","lambdaRegion","lambdaMaxMemoryUsed","lambdaMemorySize","message","projectId","projectName"
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/290-7419d80a3c569152.js","GET",308,"dbh4v-1698628065176-4db5581b78cb","['Opera/9.80 (Windows NT 5.1; U; zh-tw) Presto/2.8.131 Version/11.10']","info","production","preview","MISS","request","//_next/static/chunks/290-7419d80a3c569152.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/polyfills-c67a75d1b6f99dc8.js","GET",308,"f62pn-1698628065103-7883056fc957","['Mozilla/5.0 (Windows NT 6.2; WOW64; rv:63.0) Gecko/20100101 Firefox/63.0']","info","production","preview","MISS","request","//_next/static/chunks/polyfills-c67a75d1b6f99dc8.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/webpack-070b91aafe8a309c.js","GET",308,"f62pn-1698628065107-1beb373ec92d","['Opera/9.80 (Windows NT 5.1; U; zh-sg) Presto/2.9.181 Version/12.00']","info","production","preview","MISS","request","//_next/static/chunks/webpack-070b91aafe8a309c.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/webpack-070b91aafe8a309c.js","GET",308,"f62pn-1698628065111-992755738240","['Chrome (AppleWebKit/537.1; Chrome50.0; Windows NT 6.3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393']","info","production","preview","MISS","request","//_next/static/chunks/webpack-070b91aafe8a309c.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/webpack-070b91aafe8a309c.js","GET",308,"6vzcb-1698628065146-faf9c7b7e007","['Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-au; rv:1.9.0.1) Gecko/2008070206']","info","production","preview","MISS","request","//_next/static/chunks/webpack-070b91aafe8a309c.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:45",1698628065000,"www.stoneydsp.com//_next/static/chunks/webpack-070b91aafe8a309c.js","GET",308,"6vzcb-1698628065154-053cb71307e9","['Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0']","info","production","preview","MISS","request","//_next/static/chunks/webpack-070b91aafe8a309c.js","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:44",1698628064991,"www.stoneydsp.com/","GET",200,"hkg1::lhr1::f62pn-1698628062552-c0f3266ddde9","['Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36']","info","production","preview","-","lambda","/","www.stoneydsp.com","www.stoneydsp.com","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",378.33,"lhr1",96,1024,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063462,"www.stoneydsp.com/","GET",-10,"f62pn-1698628062552-c0f3266ddde9","['Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"User 47.242.224.70 visiting from Hong Kong, HCW, HK","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063457,"www.stoneydsp.com/","GET",-10,"dbh4v-1698628062009-79bb88beb351","['Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"User 47.242.224.70 visiting from Hong Kong, HCW, HK","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063430,"www.stoneydsp.com/","GET",-10,"6vzcb-1698628062593-ef810faf0a24","['Opera/12.0(Windows NT 5.2;U;en)Presto/22.9.168 Version/12.00']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"User 47.242.224.70 visiting from Hong Kong, HCW, HK","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063391,"www.stoneydsp.com/","GET",200,"hkg1::6vzcb-1698628062593-ef810faf0a24","['Opera/12.0(Windows NT 5.2;U;en)Presto/22.9.168 Version/12.00']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"[GET] [middleware: ""middleware""] / status=200","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063391,"www.stoneydsp.com/","GET",200,"hkg1::dbh4v-1698628062009-79bb88beb351","['Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"[GET] [middleware: ""middleware""] / status=200","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:43",1698628063391,"www.stoneydsp.com/","GET",200,"hkg1::f62pn-1698628062552-c0f3266ddde9","['Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36']","info","production","preview","-","edge-middleware","/middleware","www.stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"[GET] [middleware: ""middleware""] / status=200","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:42",1698628062000,"stoneydsp.com/","GET",308,"x6b7v-1698628062054-a56d2b3679d2","['Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36']","info","production","preview","MISS","request","/","stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 01:07:42",1698628062000,"stoneydsp.com/","GET",308,"9sthz-1698628062104-8e73a411d0dc","['Opera/12.0(Windows NT 5.2;U;en)Presto/22.9.168 Version/12.00']","info","production","preview","MISS","request","/","stoneydsp.com","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 00:56:18",1698627378000,"stoneydsp-pf8gqjffd-stoneydsp.vercel.app/favicon.ico","GET",200,"vnmqg-1698627378319-01304a153a90","['Vercelbot/0.1 (screenshot; +https://vercel.com)']","info","preview","preview","PRERENDER","request","/favicon.ico","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",0,"-",-1,0,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 00:56:17",1698627377361,"stoneydsp-pf8gqjffd-stoneydsp.vercel.app/","GET",200,"sfo1::lhr1::rzrp4-1698627375992-17bea1fa4d12","['Vercelbot/0.1 (screenshot; +https://vercel.com)']","info","preview","preview","-","lambda","/","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",398.84,"lhr1",96,1024,"-","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 00:56:16",1698627376024,"stoneydsp-pf8gqjffd-stoneydsp.vercel.app/","GET",-10,"rzrp4-1698627375992-17bea1fa4d12","['Vercelbot/0.1 (screenshot; +https://vercel.com)']","info","preview","preview","-","edge-middleware","/middleware","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"Bot 164.90.158.121 crawling from Santa Clara, CA, US","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
"2023-10-30 00:56:15",1698627375997,"stoneydsp-pf8gqjffd-stoneydsp.vercel.app/","GET",200,"sfo1::rzrp4-1698627375992-17bea1fa4d12","['Vercelbot/0.1 (screenshot; +https://vercel.com)']","info","preview","preview","-","edge-middleware","/middleware","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","stoneydsp-pf8gqjffd-stoneydsp.vercel.app","dpl_2fUv8Y2Cq37WL88XZvzWJyDp7kZq",-1,"-",-1,-1,"[GET] [middleware: ""middleware""] / status=200","prj_c4QLBbN43ABTBlVNLK9fc1Zg6Qfu",""
